,plant_name,plant_place,plant_grow_tmp_code,plant_grow_tmp,plant_req_sun,plant_manage_code,plant_manage,plant_water_spring_code,plant_water_spring,plant_water_summer_code,plant_water_summer,plant_water_autumn_code,plant_water_autumn,plant_water_winter_code,plant_water_winter,plant_soil,plant_humidity_code,plant_humidity
125,아왜나무,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
126,아이비,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,083002,40 ~ 70%
127,아펠란드라,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
128,아프리칸 바이올렛,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,,083002,40 ~ 70%
129,안수리움,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,"포름알데히드, 자일렌, 암모니아",083002,40 ~ 70%
130,알로카시아 아마조니카,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089003,전문가,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,083002,40 ~ 70%
131,알로카시아 쿠쿨라타,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,083002,40 ~ 70%
132,얼룩자주달개비,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
133,에메랄드리플 페페로미아,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,,,,,,,,,,083002,40 ~ 70%
134,에크메아 파시아타,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,포름알데히드,083002,40 ~ 70%
135,엘라티올 베고니아,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,"중성,산성 / 배수 잘 됨 / 타입-Loam",083002,40 ~ 70%
136,여우꼬리풀,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"높은 광도(1,500~10,000 Lux)",089002,경험자,053004,화분 흙 대부분 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
137,엽란,"실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,"포름알데히드, 벤젠",083002,40 ~ 70%
138,옥살리스(사랑초),"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
139,온시디움,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053004,화분 흙 대부분 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
140,왜란,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082001,10~15℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
141,왜성종려죽,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,"중성,산성,알칼리성 / 배수 잘 됨 / 타입-Loam, Sand",083002,40 ~ 70%
142,움벨라타 고무나무,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,,,,,,,,,,083002,40 ~ 70%
143,유카,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
144,은사철나무,"발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,,083002,40 ~ 70%
145,익소라,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
146,인삼벤자민,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
147,자금우,"실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
148,자란,"발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux)",089001,초보자,053004,화분 흙 대부분 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
149,자주색만년초,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
150,접란,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
151,제라니움,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
152,좀마삭줄,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,083002,40 ~ 70%
153,종려방동사니,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,,,,,,,,,,083002,40 ~ 70%
154,종려죽,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
155,죽백나무,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,,083002,40 ~ 70%
156,줄리아 페페로미아,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
157,참쇠고비(섬쇠고비),"실내 어두운 곳 (실내깊이 500 이상cm),거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,083003,70% 이상
158,치자나무,"발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053004,화분 흙 대부분 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
159,칼라데아 마코야나,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
160,칼라데아 인시그니스,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
161,칼라데아 크로카타,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
162,칼라디움,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089003,전문가,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
163,칼랑코에,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082002,16~20℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089001,초보자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,"포름알데히드, 자일렌",083002,40 ~ 70%
164,커피나무,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
165,켄챠야자,"거실 내측 (실내깊이 300~500cm),거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,"포름알데히드, 벤젠, 톨루엔, 자일렌, 트리클로로 에틸렌",083002,40 ~ 70%
166,코르딜리네 레드에지,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,083002,40 ~ 70%
167,크로톤,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
168,크로톤,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",089002,경험자,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053004,화분 흙 대부분 말랐을때 충분히 관수함,,083002,40 ~ 70%
169,크립탄서스,"거실 창측 (실내깊이 150~300cm),발코니 내측 (실내깊이 50~150cm),발코니 창측 (실내깊이 0~50cm)",082003,21~25℃,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)",,,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,053003,토양 표면이 말랐을때 충분히 관수함,,083002,40 ~ 70%
170,클레마티스,발코니 창측 (실내깊이 0~50cm),082003,21~25℃,"높은 광도(1,500~10,000 Lux)",089002,경험자,053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053002,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),053003,토양 표면이 말랐을때 충분히 관수함,,,
